age,income,years_experience,gender,target
39,61587,21,M,1
21,30586,3,F,0
18,20000,0,M,0
27,40094,9,F,0
32,50692,14,F,0
53,72872,24,F,1
46,41528,10,M,1
63,71165,26,M,1
22,30156,4,M,0
46,25840,4,F,0
64,68012,22,F,1
64,51105,16,M,1
44,22326,2,M,0
42,30945,4,M,0
33,29138,7,F,0
33,50206,15,F,1
53,44307,13,M,1
42,69456,24,M,1
58,37171,7,M,0
18,20237,0,M,0
22,24155,4,M,0
58,98329,38,F,1
37,32226,4,M,0
22,23740,4,F,0
53,22351,0,M,0
46,33902,9,F,1
65,95696,37,F,1
51,86971,33,M,1
65,46150,13,M,0
35,32155,7,M,0
19,25560,1,M,0
33,54069,15,F,1
46,79996,28,F,1
50,56110,20,F,0
33,49527,15,M,0
52,62077,23,M,1
64,96580,40,M,1
60,58712,20,M,1
59,22191,2,M,0
34,50203,16,M,0
21,28773,3,F,0
21,29298,3,F,0
42,47616,14,F,0
50,84063,32,M,1
31,42830,11,F,1
41,54531,17,M,1
28,35790,10,F,0
42,65137,24,M,1
45,25727,1,F,0
24,35062,6,F,0
53,63927,22,F,1
27,41846,9,M,0
53,76236,26,M,1
48,74071,28,M,1
36,60282,18,F,1
35,47624,16,M,1
23,29183,5,F,0
45,62403,20,F,1
24,33113,6,M,0
55,56195,17,F,1
29,35464,7,M,0
58,61291,23,F,1
51,34566,8,F,0
42,63794,24,F,1
34,43336,10,M,0
50,88412,32,M,1
40,33291,7,M,0
26,27727,3,F,0
23,28234,5,F,0
19,20000,1,M,0
55,42299,11,M,0
26,37628,8,F,0
20,24265,2,M,0
33,54456,15,M,1
42,68929,24,M,1
41,70122,23,M,1
64,66319,24,F,1
46,76290,28,M,1
61,54330,15,F,1
57,20000,0,M,0
43,69111,25,F,1
55,62416,23,M,1
52,87060,34,F,1
40,65285,22,F,1
21,26095,3,F,0
59,61871,22,F,1
31,50274,13,M,1
64,55449,17,M,1
56,78612,31,F,1
24,27501,6,F,0
25,30502,7,M,1
59,75171,27,M,1
36,54014,18,F,1
19,24776,1,M,0
64,74660,26,M,1
18,23759,0,F,0
59,49151,16,M,1
55,45119,14,M,1
30,39773,12,M,0
59,62806,21,F,1
61,92953,34,F,1
41,66008,22,M,1
49,20000,0,M,0
47,78367,29,M,1
23,31713,5,M,0
55,31875,4,F,0
50,87235,32,M,1
61,87188,34,M,1
40,65077,22,M,1
27,42826,9,M,1
63,23198,1,M,0
32,23764,2,M,0
40,55162,18,F,1
53,35809,9,M,0
18,20000,0,F,0
25,36347,7,M,0
20,20219,2,F,0
31,31669,6,M,0
34,24164,2,F,0
51,20396,0,F,0
64,66567,22,F,1
23,26149,5,M,0
22,30518,4,F,0
63,34969,9,M,0
58,89680,34,F,1
57,77078,30,F,1
46,73694,28,M,1
52,63436,23,M,1
35,46665,12,F,1
57,87329,33,F,1
65,60445,18,F,1
47,55512,19,F,1
32,28350,2,F,0
32,48573,14,M,1
33,52083,15,F,1
50,58906,18,F,1
27,40949,9,F,1
36,37497,10,F,1
54,88637,36,M,1
20,22835,2,M,0
53,52068,16,F,1
21,21618,3,M,0
28,35520,8,M,0
58,96358,38,F,1
50,59946,22,F,1
45,37176,7,M,1
49,43648,12,M,0
33,52858,15,F,1
26,32250,8,F,0
28,35913,10,F,0
23,30037,5,M,0
44,68878,26,M,1
29,22626,2,M,0
39,65655,21,M,1
57,85508,35,F,1
65,23723,4,F,0
54,68086,25,M,1
38,62002,20,F,1
50,64426,23,F,1
34,25739,5,F,0
46,32832,6,M,0
57,70646,27,F,1
27,40406,9,M,1
35,52699,17,M,1
64,56066,20,M,1
30,39953,10,F,1
44,46057,11,F,1
27,37193,9,M,0
49,79181,31,F,1
58,33793,6,M,0
62,63675,22,F,1
20,22041,0,M,0
39,53785,19,F,1
44,68528,26,M,1
20,22899,2,F,0
50,57351,19,M,1
19,20000,1,M,0
28,30624,4,F,0
63,69454,23,M,1
27,36481,9,M,1
56,42002,11,M,1
50,20369,1,M,0
24,36062,6,M,0
32,42658,12,M,1
43,73286,25,F,1
28,40275,10,M,0
55,65181,25,M,1
44,68025,26,M,1
56,93211,38,F,1
24,31532,6,F,0
18,24799,0,F,0
27,38325,8,M,0
38,55452,20,F,1
32,44468,14,M,1
47,68811,25,M,1
47,82346,29,M,1
25,31453,7,F,0
41,66672,23,F,1
36,59438,18,F,1
20,21146,2,M,0
32,37657,8,M,0
53,44404,14,F,1
23,29668,5,M,0
59,49883,15,M,1
65,83336,34,M,1
35,52989,17,F,1
55,87603,34,M,1
36,58750,18,M,0
47,80376,29,F,1
30,35597,9,F,0
56,51047,15,M,1
29,44694,11,F,0
51,77267,28,F,1
29,42681,11,M,0
61,28140,3,F,0
41,30325,3,F,0
21,21597,3,M,0
53,25905,3,F,0
65,41827,12,M,0
31,33894,5,M,0
34,24562,4,M,0
20,28445,2,M,0
55,25829,5,F,0
40,68565,22,M,1
30,25882,4,F,0
26,35691,8,M,0
38,47035,12,F,0
58,74363,27,M,1
25,28909,6,M,0
34,40944,8,F,0
33,50180,15,M,1
33,45631,15,M,1
45,66530,22,F,1
33,51574,15,M,1
63,72053,25,F,1
63,37344,10,F,0
31,39727,12,M,0
63,76613,26,F,1
61,20000,1,M,0
55,54108,15,F,1
37,59304,19,M,1
62,58055,19,M,1
65,80432,31,F,1
58,64401,22,M,1
51,40811,8,M,0
46,77788,28,F,1
20,24333,2,M,0
27,36477,9,F,1
37,28194,3,F,0
19,20000,1,F,0
44,25262,1,M,0
49,69307,27,M,1
27,36687,9,M,0
57,97770,39,M,1
34,53380,16,M,1
50,82672,32,M,1
23,29846,5,F,0
56,86075,35,M,1
64,27465,2,M,0
35,51698,17,F,1
26,34441,5,M,0
25,20000,0,M,0
42,72575,24,F,1
48,43978,11,M,1
59,91381,38,M,1
21,20000,0,F,0
37,62344,19,M,1
45,75441,27,F,1
57,91439,37,M,1
18,20000,0,F,0
57,62553,19,F,1
61,35813,7,F,0
40,39770,10,M,0
64,21296,0,M,0
30,46810,12,M,1
33,45352,15,M,1
43,43080,13,F,1
48,56332,19,M,1
18,24379,0,M,0
34,39552,11,F,0
33,43454,11,M,0
54,94193,36,M,1
27,22826,1,M,0
55,61588,22,F,1
61,36742,10,F,0
48,43053,12,M,0
27,35778,9,F,1
51,58212,18,M,1
23,25220,5,F,0
45,44828,10,F,1
45,77002,27,M,1
30,23059,0,M,0
58,47618,12,F,1
29,37091,7,F,0
57,61816,21,M,1
19,20000,1,F,0
25,30221,7,M,0
59,45402,13,F,0
26,32504,8,M,0
25,29828,7,F,0
20,28127,2,M,0
26,40238,8,F,0
30,39921,12,F,0
26,31455,8,M,0
48,25492,5,M,0
42,63562,24,M,1
61,93032,35,F,1
62,58516,19,F,1
25,36328,7,M,0
64,63521,24,F,1
48,34812,7,M,0
62,98869,39,F,1
62,73481,26,M,1
48,64358,20,M,1
34,42932,10,F,1
64,59297,18,F,1
36,42899,12,F,1
20,24237,2,F,0
63,67834,25,M,1
47,32826,6,M,0
27,40937,9,M,1
46,70014,23,F,1
57,65766,23,F,1
35,58887,17,F,1
29,42518,11,M,0
40,24915,3,F,0
28,37772,10,F,0
26,31301,8,F,0
41,63648,23,F,1
42,67591,24,F,1
42,60676,22,M,1
64,39110,12,M,1
26,33937,8,F,0
29,41041,11,F,0
28,42766,10,F,0
55,94609,35,F,1
45,75971,27,M,1
25,27139,4,F,0
27,41072,9,M,1
42,50948,15,F,1
64,40020,11,M,0
53,56876,16,F,1
60,79765,30,M,1
26,29171,7,F,0
58,38516,11,F,0
25,32155,7,M,0
20,27324,2,M,0
35,56372,17,F,1
63,29170,4,F,0
52,31732,7,M,0
34,24080,2,M,0
53,28837,4,F,0
45,63159,24,F,1
32,50219,14,M,0
36,53841,15,M,1
39,36651,10,M,0
23,26260,5,F,0
64,103651,40,M,1
24,34093,6,F,0
61,96866,38,F,1
65,61579,21,M,1
26,35431,8,M,0
37,49568,16,M,0
54,22595,0,F,0
28,35653,10,M,1
19,22669,1,M,0
39,34569,7,F,0
65,88155,32,F,1
53,45463,11,M,0
22,30139,4,M,0
24,34013,6,F,0
23,29278,5,F,0
39,45625,12,M,1
27,36075,9,F,1
63,31839,8,F,0
57,71443,27,M,1
63,32671,6,F,0
63,52871,17,F,1
37,55640,19,F,1
45,62937,22,M,1
40,23723,0,F,0
52,84272,34,F,1
18,22926,0,M,0
46,52315,18,F,1
26,30285,3,F,0
26,30654,6,M,0
39,64048,21,F,1
19,20000,1,M,0
33,37742,10,M,0
57,71013,28,F,1
23,26449,5,M,0
30,31843,8,F,0
50,31048,4,F,0
36,57749,18,F,1
32,36161,9,M,0
50,67702,23,F,1
27,42990,9,F,0
18,20810,0,F,0
29,41047,11,F,0
60,69650,23,M,1
46,34102,7,M,0
34,54878,16,M,1
21,25512,3,M,0
46,21558,1,M,0
24,27900,6,F,0
61,80912,30,F,1
30,47433,12,M,1
22,23347,3,M,0
23,30497,5,F,0
51,84447,33,F,1
24,28564,6,M,0
63,62415,21,F,1
45,48186,16,F,1
63,67706,24,M,1
27,41350,9,F,0
21,25107,3,F,0
20,27384,2,M,0
42,27159,4,F,0
40,60342,22,M,1
44,74567,26,M,1
31,47276,13,F,1
55,50890,16,M,1
49,73935,29,M,1
40,25478,3,M,0
64,28128,3,M,0
57,22775,2,F,0
54,36848,6,M,0
20,24660,2,F,0
52,83468,34,M,1
30,39343,12,F,0
51,86507,33,F,1
41,70937,23,M,1
18,20000,0,F,0
29,44400,11,M,0
25,32117,7,F,0
36,56663,18,M,1
26,40609,8,M,0
45,71349,27,M,1
31,32564,4,F,0
44,29571,5,M,0
35,39506,11,M,1
59,94786,38,F,1
58,42206,11,F,0
23,31252,5,F,0
50,49715,17,F,1
54,49182,17,F,1
59,36447,9,M,1
42,31660,5,M,0
30,23177,4,M,0
40,67914,22,F,1
53,70860,24,F,1
50,35786,6,M,0
38,29668,4,M,0
51,78107,30,M,1
53,59918,18,M,1
34,52651,16,M,1
27,40404,9,M,0
40,32053,8,F,0
61,69900,23,M,1
19,20000,1,F,0
52,37312,8,M,0
31,49105,13,M,0
64,83410,33,F,1
62,83021,32,F,1
58,21644,3,F,0
19,24528,1,M,0
36,52107,18,F,1
33,51719,15,F,0
60,66274,25,F,1
61,23339,0,F,0
42,68303,24,F,1
18,20000,0,M,0
19,25592,1,M,0
65,64953,23,F,1
44,47772,12,M,1
19,20000,1,F,0
47,38587,11,M,1
27,37923,9,M,0
36,41106,13,M,0
59,48479,12,F,0
33,54789,15,F,1
30,44811,12,M,0
65,24531,3,M,0
25,22532,3,M,0
48,83584,30,M,1
62,48847,15,M,1
42,69441,24,M,1
56,92840,38,M,1
38,57603,17,F,1
55,54757,15,M,1
58,82168,30,F,1
46,72543,25,F,1
23,26468,5,M,0
35,24838,1,F,0
61,89682,37,F,1
52,41105,10,F,1
44,27434,4,M,0
22,30145,4,F,0
24,35543,6,F,0
27,34522,9,F,0
27,37027,9,M,0
45,59583,20,M,1
53,36864,7,M,1
27,35037,9,F,0
52,40872,8,M,0
52,42712,11,M,1
54,49580,14,M,0
65,65891,24,M,1
37,57720,19,F,1
30,41420,12,M,0
28,36465,10,M,1
62,25813,3,M,0
36,60512,18,F,1
45,74132,27,M,1
55,80687,31,F,1
62,75607,28,M,1
21,26404,3,F,0
54,87769,33,M,1
36,57717,18,F,1
54,34018,5,F,0
31,45993,13,M,1
48,48763,15,F,0
45,75390,27,F,1
53,32284,8,M,0
61,60954,21,F,1
55,81850,33,M,1
36,60637,18,F,1
59,98904,40,M,1
18,20000,0,M,0
40,63356,22,M,0
45,23156,3,F,0
65,28498,4,F,0
21,29557,3,F,0
58,79277,32,F,1
35,34052,8,F,1
64,74891,28,M,1
56,82974,29,F,1
42,68136,24,M,1
35,47205,16,F,0
23,26797,5,M,0
36,42854,12,M,1
29,39133,11,M,1
42,21850,3,F,0
52,20000,0,F,0
18,20000,0,F,0
22,30832,4,F,0
18,20000,0,F,0
25,30408,7,F,0
56,62915,23,M,1
64,26843,1,F,0
60,65571,22,F,1
35,51235,17,F,1
63,57910,17,M,1
26,34847,8,M,0
22,29320,4,M,0
21,23506,2,M,0
61,20000,0,M,0
46,78905,28,F,1
18,20275,0,F,0
47,77250,29,F,1
62,33730,5,F,0
18,21807,0,M,0
20,20226,2,F,0
39,27033,6,M,0
25,32956,7,M,0
35,57680,17,M,1
42,25826,3,F,0
65,28710,5,M,0
37,42986,10,M,0
48,78303,30,M,1
47,48279,12,F,1
33,36605,8,F,0
19,26648,1,M,0
34,52873,16,F,1
27,42974,9,M,0
24,33026,6,F,0
59,25883,4,F,0
26,31019,8,F,0
34,49436,16,M,0
26,31936,8,M,0
26,34127,7,M,0
54,49913,14,F,0
41,57004,18,M,1
56,21154,3,F,0
28,43713,10,M,0
25,36606,7,F,0
42,39270,11,F,0
63,77686,30,F,1
19,22889,1,F,0
27,42623,9,F,0
41,60017,20,F,1
65,54492,19,M,1
33,45902,15,M,1
36,26193,4,F,0
48,38601,7,F,0
28,32521,7,F,0
23,25619,5,F,0
23,29252,5,M,0
49,78220,29,M,1
56,78576,27,M,1
65,101586,39,F,1
30,48287,12,M,1
20,20923,2,M,0
58,94940,39,F,1
52,44713,12,M,1
55,94371,36,F,1
34,49717,16,M,1
20,28282,2,M,0
51,56077,18,M,1
29,39569,11,M,0
41,69732,23,F,1
23,31339,5,M,0
59,44015,11,F,1
28,44371,10,F,1
65,23768,3,M,0
44,45233,11,F,0
65,76001,26,M,1
41,43076,13,M,0
35,50319,15,M,1
44,69350,26,M,1
58,44962,11,M,0
38,43700,14,F,1
51,20000,0,F,0
50,72206,27,F,1
65,31119,7,M,0
35,55833,17,M,1
20,27453,2,M,0
41,63499,23,M,1
18,20476,0,M,0
23,27496,5,F,1
36,51408,18,M,1
39,36016,8,F,0
60,71723,24,M,1
25,37466,7,M,0
22,28541,4,F,0
26,36418,8,M,0
64,87797,35,F,1
38,60460,20,M,1
45,77674,27,M,1
63,103763,40,F,1
21,27991,3,F,0
41,62211,23,M,1
25,38613,7,F,0
34,56800,16,M,1
51,26626,5,M,0
37,42010,10,F,0
33,50682,15,M,0
27,41659,9,F,0
51,31877,7,M,0
60,56692,18,M,1
27,36859,9,F,0
47,74885,25,F,1
47,74038,29,M,1
42,67289,24,F,1
63,46715,15,F,1
60,79121,32,M,1
58,89647,34,F,1
24,33215,6,M,0
64,94534,35,F,1
37,58802,19,F,1
34,52239,16,M,1
20,20786,2,F,0
64,56289,18,F,1
63,57231,18,F,1
57,49884,13,M,0
53,82909,32,M,1
43,70107,25,M,1
27,42195,9,M,1
51,36084,7,F,1
31,38689,9,M,0
25,31309,7,F,0
44,74392,26,M,1
27,37403,9,F,0
32,47224,14,F,1
54,91712,36,M,1
39,21254,2,F,0
62,45980,14,F,1
48,79040,30,M,1
19,25666,1,M,0
62,80077,32,M,1
48,81926,30,M,1
31,45063,13,M,1
27,40032,9,M,1
47,82480,29,M,1
53,88067,35,F,1
64,34263,9,M,0
57,65709,23,M,1
32,37020,9,M,1
31,46684,13,M,0
48,76038,30,F,1
46,74903,27,F,1
44,27187,3,F,0
38,52957,18,F,1
26,36040,8,F,0
37,50410,15,F,1
52,80993,31,F,1
32,27960,5,M,0
41,41195,9,M,0
33,46384,15,M,1
53,26839,1,M,0
28,38236,7,F,0
25,32708,7,M,0
20,20872,2,F,0
36,28772,4,F,0
63,82611,29,F,1
58,36099,7,F,0
20,26599,2,F,0
53,22044,2,F,0
42,39361,12,M,0
53,69857,26,M,1
28,37346,10,F,0
33,50593,15,M,0
34,26986,5,F,0
59,98535,38,F,1
41,48330,14,M,0
34,31349,7,M,0
65,95471,39,M,1
37,58577,19,F,1
39,57628,21,F,1
23,28957,5,F,0
24,29985,6,F,0
31,27868,2,F,0
28,36000,10,F,0
29,42095,11,F,0
63,104298,40,F,1
22,27952,4,M,0
22,29095,4,M,0
37,39659,11,F,1
32,52955,14,M,0
43,67894,25,M,1
50,54026,18,F,1
47,40238,8,F,0
41,65787,23,F,1
40,67974,22,M,1
26,36635,8,M,0
20,23845,2,M,0
53,32601,4,F,0
65,98053,40,F,1
24,27149,6,F,0
39,45903,14,F,0
31,42121,13,F,1
65,56157,17,F,1
46,29068,6,F,0
33,54998,15,M,1
65,64042,23,F,1
51,88000,33,F,1
27,42038,9,F,1
24,30989,6,F,0
42,20000,1,F,0
44,37378,10,F,0
32,44357,14,M,1
49,35396,6,F,0
45,53238,18,F,1
26,36767,8,M,0
24,34839,6,F,0
33,40113,9,M,1
43,73189,25,F,1
52,23012,0,M,0
34,52851,16,F,1
40,33860,9,M,0
25,31015,7,F,0
19,24722,1,F,0
48,52304,16,F,1
49,24623,2,F,0
46,59325,21,F,1
20,24180,2,F,0
25,38984,7,F,0
19,24243,1,M,0
48,25167,2,F,0
54,23119,0,M,0
37,55244,16,M,1
46,63002,21,M,1
34,54569,16,F,1
27,38434,9,F,0
58,60822,20,F,1
39,20409,0,M,0
23,28677,3,F,0
60,104197,40,M,1
51,25085,5,F,0
48,73145,27,M,1
29,39616,11,M,0
29,39242,11,M,0
33,38840,11,M,0
42,65400,24,F,1
39,60274,20,M,1
44,67901,26,M,1
41,64718,23,M,1
29,46854,11,M,1
35,51522,17,M,1
62,20000,0,F,0
64,81704,31,F,1
33,27928,2,M,0
21,26459,3,F,0
29,20000,0,M,0
50,68885,23,M,1
39,51065,18,M,1
35,55072,17,F,1
65,81213,31,M,1
50,32547,5,F,0
44,56066,16,M,1
59,38377,11,F,0
36,60016,18,F,1
65,92530,35,F,1
31,43295,13,M,1
42,22633,1,M,0
51,53885,19,F,1
41,58038,19,M,1
55,95357,37,M,1
40,67154,22,F,1
22,20000,2,M,0
61,71755,25,F,1
53,94824,35,M,1
41,41580,11,F,1
53,28251,2,M,0
22,30037,4,M,0
56,35053,8,F,0
23,26701,5,M,0
62,31279,5,M,0
53,25087,4,F,0
62,36513,8,F,0
21,30408,3,M,0
27,42046,9,F,0
18,20000,0,F,0
38,62881,20,M,1
57,20000,0,F,0
56,21285,3,M,0
54,45755,12,F,1
20,20000,2,M,0
64,60135,20,F,1
48,49546,17,M,1
44,58730,19,F,1
34,24381,3,F,0
40,64736,22,M,1
30,39655,12,M,1
64,71431,24,F,1
44,31548,6,F,0
37,61617,19,M,1
63,66679,22,M,1
30,41392,12,M,1
61,62231,20,F,1
41,67775,23,F,1
58,50550,17,M,1
20,23529,2,F,0
60,46651,13,M,0
27,37408,9,F,0
18,22686,0,M,0
30,33219,7,M,0
31,24678,2,M,0
50,79926,32,F,1
19,23778,1,M,0
19,21602,1,M,0
56,87160,35,M,1
58,83893,33,F,1
48,62859,22,M,1
21,21976,3,M,0
51,81289,29,M,1
36,57690,18,F,1
54,52206,15,F,1
26,38475,8,F,0
41,28497,6,F,0
30,46335,12,F,0
61,26616,1,F,0
47,30458,4,M,0
36,56645,18,M,1
58,48084,14,M,0
27,20000,1,F,0
59,68721,23,F,1
61,79949,28,M,1
31,49874,13,F,0
57,57609,20,F,1
65,67410,24,F,1
37,62267,19,F,1
21,27895,3,F,0
55,45307,12,M,1
61,90726,37,M,1
56,84773,32,F,1
22,25654,4,F,0
59,46444,11,M,1
49,65642,22,F,1
23,31125,5,M,0
31,50077,13,F,1
23,22320,0,F,0
31,49561,13,M,1
29,32961,4,F,0
44,71522,26,M,1
43,30802,4,F,0
29,45483,11,F,1
25,33591,7,F,0
27,36109,9,M,0
33,51374,15,F,1
43,24697,2,M,0
25,20634,0,M,0
58,80714,28,M,1
62,66004,21,F,1
46,27869,4,M,0
37,60580,19,F,1
34,45187,11,F,0
36,60175,18,F,1
34,39949,10,F,1
56,48005,14,F,1
18,20000,0,M,0
46,79772,28,M,1
31,45851,13,F,1
34,56884,16,M,1
30,44726,12,F,1
46,75201,28,M,1
51,46593,15,F,0
44,67030,26,F,1
63,98508,39,M,1
50,54213,19,M,1
46,77998,28,M,1
54,89032,36,M,1
56,77019,31,F,1
36,39110,9,F,0
63,49084,15,F,1
41,29381,4,F,0
31,41609,13,F,1
64,71705,26,F,1
54,55456,19,M,1
22,23540,4,F,0
41,57363,18,F,1
51,48656,14,M,1
48,82095,30,F,1
47,71200,26,M,1
26,37472,8,F,0
44,42804,9,M,0
45,74992,27,M,1
59,93692,39,F,1
43,32973,4,M,0
35,57648,17,F,0
53,73492,27,M,1
25,23525,3,M,0
35,27557,6,M,0
37,32001,7,F,0
49,47250,14,M,1
46,76931,28,F,1
65,80131,28,F,1
35,58909,17,M,1
24,32298,6,M,0
18,20000,0,F,0
45,20000,0,F,0
50,28288,6,M,0
21,28282,3,M,0
37,36418,9,M,1
53,85948,35,F,1
48,32873,5,M,0
55,67517,24,M,1
45,37501,11,F,0
20,20000,2,M,0
23,28591,5,M,0
62,93495,38,M,1
40,50104,13,F,1
24,33689,6,F,0
53,38470,11,F,0
18,21417,0,M,0
23,26062,5,M,0
41,51640,18,M,1
54,79911,28,M,1
62,88790,34,M,1
53,59554,22,F,1
41,46082,15,F,0
55,90510,36,M,1
62,64133,20,F,1
46,80511,28,M,1
54,23939,0,M,0
62,91689,36,F,1
49,64276,24,F,1
42,48998,15,M,1
27,40444,9,F,0
52,69687,24,M,1
42,65748,21,M,1
44,21319,2,F,0
62,21120,2,F,0
49,37397,10,M,0
29,32979,4,F,0
21,21575,3,M,0
59,91499,37,M,1
43,53823,15,F,1
20,22280,2,M,0
34,56058,16,M,1
26,32152,5,F,0
46,61088,21,F,1
18,20000,0,F,0
35,42231,9,F,0
58,47709,13,F,1
37,55583,19,M,1
58,55551,19,M,1
51,32651,4,M,0
45,31712,6,M,0
65,101580,39,F,1
52,42858,13,F,1
33,45189,14,M,0
38,49081,16,F,0
30,44863,12,M,1
52,45319,15,F,1
59,96795,40,M,1
49,55776,20,M,1
55,38874,10,F,0
23,25850,3,M,0
55,69883,24,M,1
55,20000,1,F,0
30,20000,1,M,0
63,69234,26,F,1
56,75959,30,F,1
30,37052,7,F,0
64,38068,7,M,0
29,24668,4,M,0
50,64175,21,F,1
45,26970,4,M,0
20,22208,2,F,0
35,29628,5,M,0
43,74254,25,M,1
57,32499,6,M,0
19,26889,1,F,0
21,28887,3,F,0
45,20000,2,F,0
45,69236,24,M,1
42,62575,20,M,1
43,72160,25,M,1
62,51013,15,F,1
64,59848,21,F,1
19,26547,1,F,0
59,41500,11,F,1
51,24507,0,F,0
47,73929,25,F,1
38,39083,9,F,1
61,69576,24,M,1
54,71010,24,M,1
61,29682,3,F,0
40,51890,17,F,1
50,31243,7,M,0
19,21806,1,F,0
44,50345,16,M,0
65,30997,5,F,0
39,64439,20,F,1
51,20000,1,F,0
33,39020,12,M,0
37,61734,19,M,1
43,48185,12,F,0
33,46932,15,M,1
23,23950,4,F,0
62,69815,25,M,1
61,94670,37,F,1
40,62135,22,F,1
59,52393,17,M,1
54,47971,16,F,1
25,29704,7,F,0
23,34207,5,M,0
54,48433,14,M,1
39,27434,3,F,0
23,28603,5,F,0
49,84662,31,M,1
34,35241,9,M,0
55,20000,0,F,0
34,52960,16,F,1
54,33470,8,M,0
40,66986,21,F,1
30,40569,12,M,0
49,81458,31,M,1
39,58877,21,F,1
24,32417,6,M,0
39,60237,21,M,1
38,52568,18,F,1
23,27466,3,M,0
31,42491,13,M,1
33,34852,6,M,0
20,24513,2,M,0
26,32483,8,F,0
64,80167,31,F,1
38,57680,20,M,1
47,62393,20,F,1
47,30451,4,F,0
59,54417,18,F,1
59,34112,6,M,0
49,42003,13,F,0
40,38553,8,F,0
20,26198,2,F,0
18,24760,0,F,0
20,24435,2,F,0
54,38527,8,M,0
24,27246,6,M,0
20,23166,2,F,0
53,28984,2,M,0
20,25666,2,M,0
21,30551,3,F,0
48,78273,30,M,1
19,20000,1,M,0
31,41840,13,F,1
54,52915,17,M,1
48,55088,16,M,1
19,20000,1,M,0
48,83392,30,M,1
64,47572,13,F,0
60,63356,20,M,1
39,36149,10,M,1
27,40161,9,F,0
47,25384,3,M,0
50,80712,32,F,1
36,60794,18,M,1
63,98314,39,M,1
42,31209,6,F,0
63,56438,17,M,1
18,21759,0,F,0
49,51484,17,M,1
42,49936,14,F,1
58,42066,10,M,0
34,41359,11,M,0
31,47077,13,M,0
62,91644,35,F,1
30,43094,11,M,0
55,45625,15,F,1
56,74536,27,F,1
19,26951,1,F,0
49,81297,31,F,1
49,82668,29,F,1
57,45623,15,M,1
23,31001,5,M,1
42,55162,19,M,1
20,24392,2,M,0
35,26057,4,M,0
55,83229,30,F,1
60,55433,17,F,1
20,22526,2,M,0
65,95270,38,F,1
22,22482,1,M,0
41,27628,2,M,0
51,78085,27,M,1
64,39636,10,F,0
65,35451,9,M,1
56,53015,19,F,1
65,77921,30,M,1
41,65038,21,F,1
53,56054,17,M,1
45,44362,11,F,0
65,52523,14,M,1
51,89364,33,F,1
33,49233,15,M,1
53,46911,14,F,0
24,28958,6,M,0
35,49361,16,M,1
23,29278,5,M,0
45,41398,10,F,0
56,65821,25,F,1
51,74584,28,F,1
58,68423,24,M,1
46,21566,3,F,0
21,26273,3,M,0
31,45926,13,F,0
22,30272,4,M,0
42,52229,18,F,1
56,92252,38,F,1
25,36336,7,M,0
32,48742,14,F,1
36,57944,18,F,1
28,35978,10,F,1
37,59215,19,F,1
53,20000,1,F,0
35,52834,17,F,1
31,30027,7,M,0
55,42518,11,F,1
42,72135,24,M,1
33,48079,15,M,1
35,55997,17,M,1
18,20156,0,M,0
57,36082,8,M,0
18,23149,0,M,0
18,20000,0,F,0
38,41048,12,M,0
42,23069,1,F,0
44,69949,26,F,1
27,27561,3,M,0
29,38813,9,M,0
45,71718,27,F,1
49,26129,1,M,0
50,44102,11,F,1
25,36500,7,M,0
59,87588,34,M,1
43,34476,8,M,0
59,22350,2,M,0
58,76980,27,F,1
19,26101,1,M,0
52,84194,34,F,1
51,57093,18,M,1
23,25203,5,M,0
48,84445,30,F,1
40,64343,22,F,1
29,20000,0,F,0
45,72607,27,F,1
32,49551,14,F,1
36,43034,14,F,1
29,37122,11,M,0
65,24990,3,F,0
19,20000,1,F,0
28,43424,10,F,0
61,66513,22,M,1
54,52659,16,F,1
55,89511,34,F,1
42,66882,24,M,1
60,87113,34,F,1
38,47740,14,M,1
59,48341,14,F,0
53,73570,26,F,1
26,36888,7,M,0
29,45608,11,M,0
27,37843,7,F,0
63,21591,3,M,0
22,20000,0,M,0
50,67619,24,F,1
22,29604,4,M,0
33,35819,7,F,1
54,48894,16,M,1
54,69815,27,M,1
46,31333,5,M,0
35,25679,5,F,0
46,21234,0,F,0
23,27915,2,M,0
35,37967,8,M,0
49,45780,14,M,1
59,101354,39,F,1
64,55335,19,F,1
48,51503,15,F,1
28,34663,9,M,0
43,43905,13,F,0
45,52600,15,F,0
44,44346,14,M,1
36,57185,18,F,1
62,73129,25,M,1
44,38798,9,F,0
37,60227,19,F,1
20,22877,2,F,0
33,50024,15,M,0
56,41776,13,M,0
61,65289,24,F,1
46,75682,28,M,1
32,52813,14,M,1
47,74352,29,F,1
57,50250,14,M,0
18,20000,0,M,0
46,80731,28,M,1
47,49971,17,F,0
57,27156,6,M,0
63,21999,2,M,0
49,28943,4,M,0
27,36204,9,F,0
44,47763,15,F,1
25,31791,7,F,0
53,56623,19,M,1
59,101641,40,M,1
52,64475,21,F,1
53,83559,34,F,1
65,72165,26,M,1
53,40447,11,F,0
42,65942,24,M,1
37,62506,19,M,1
62,74156,25,F,1
34,56397,16,F,1
40,66254,22,F,1
42,41486,12,M,1
65,73544,27,M,1
48,56071,19,M,1
23,29793,5,F,0
52,49390,15,M,1
21,22767,3,F,0
57,77678,31,M,1
37,62482,19,M,1
58,90207,34,M,1
18,23031,0,M,0
62,40130,8,F,0
43,69361,25,M,1
51,57360,18,M,1
27,38656,9,F,0
